freq,indic_env,wst_oper,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,CAP,DSP_I,HU33	129 	720 	720 	720 	720 	0 	0 	0 	: 
A,CAP,DSP_I,IE	: 	: 	0 	: 	: 	: 	: 	10950 	: 
A,CAP,DSP_I,IE0	: 	: 	: 	: 	: 	: 	: 	10950 	: 
A,CAP,DSP_I,IE04	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,CAP,DSP_I,IE05	: 	: 	: 	: 	: 	: 	: 	10950 	: 
A,CAP,DSP_I,IE06	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,CAP,DSP_I,IS	17000 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_I,IT	: 	0 	0 	: 	7316754 	7421334 	6486875 	10012483 	1055092 b
A,CAP,DSP_I,ITC	: 	0 	0 	: 	2715695 	3525194 	4395490 	3859649 	310212 b
A,CAP,DSP_I,ITC1	: 	: 	: 	: 	557500 	494125 	28485 	596800 	58400 b
A,CAP,DSP_I,ITC2	: 	: 	: 	: 	0 	0 	0 	0 	0 b
A,CAP,DSP_I,ITC3	: 	: 	: 	: 	0 	0 	0 	0 	0 b
A,CAP,DSP_I,ITC4	: 	: 	: 	: 	2158195 	3031069 	4367005 	3262849 	251812 b
A,CAP,DSP_I,ITD	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_I,ITE	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_I,ITF	: 	0 	0 	: 	934192 	970000 	1169071 	3196631 	421068 b
A,CAP,DSP_I,ITF1	: 	: 	: 	: 	7056 	: 	24630 	1489848 	24630 b
A,CAP,DSP_I,ITF2	: 	: 	: 	: 	482 	85000 	10599 	223298 	137816 b
A,CAP,DSP_I,ITF3	: 	: 	: 	: 	625152 	600000 	841200 	887200 	43200 b
A,CAP,DSP_I,ITF4	: 	: 	: 	: 	88002 	100000 	107642 	134029 	50166 b
A,CAP,DSP_I,ITF5	: 	: 	: 	: 	65000 	65000 	65000 	65000 	0 b
A,CAP,DSP_I,ITF6	: 	: 	: 	: 	148500 	120000 	120000 	397256 	165256 b
A,CAP,DSP_I,ITG	: 	0 	0 	: 	439502 	248500 	113220 	182233 	67500 b
A,CAP,DSP_I,ITG1	: 	: 	: 	: 	107300 	: 	45840 	50160 	60120 b
A,CAP,DSP_I,ITG2	: 	: 	: 	: 	332202 	248500 	67380 	132073 	7380 b
A,CAP,DSP_I,ITH	: 	: 	: 	: 	2661840 	1846860 	598130 	2029046 	182844 b
A,CAP,DSP_I,ITH1	: 	: 	: 	: 	110000 	220000 	0 	130000 	0 b
A,CAP,DSP_I,ITH2	: 	: 	: 	: 	0 	: 	2000 	2000 	2000 b
A,CAP,DSP_I,ITH3	: 	: 	: 	: 	586440 	265360 	261530 	392896 	65844 b
A,CAP,DSP_I,ITH4	: 	: 	: 	: 	218900 	197000 	239600 	217000 	20000 b
A,CAP,DSP_I,ITH5	: 	: 	: 	: 	1746500 	1164500 	95000 	1287150 	95000 b
A,CAP,DSP_I,ITI	: 	: 	: 	: 	565525 	830780 	210964 	744924 	73468 b
A,CAP,DSP_I,ITI1	: 	: 	: 	: 	319125 	287550 	210964 	347724 	70843 b
A,CAP,DSP_I,ITI2	: 	: 	: 	: 	0 	0 	0 	0 	0 b
A,CAP,DSP_I,ITI3	: 	: 	: 	: 	14400 	0 	0 	0 	0 b
A,CAP,DSP_I,ITI4	: 	: 	: 	: 	232000 	543230 	0 	397200 	2625 be
A,CAP,DSP_I,LT	: 	22136 	1012 	2000 	18000 	8000 	8000 	8000 	10000 
A,CAP,DSP_I,LT0	: 	: 	: 	2000 	18000 	8000 	8000 	8000 	10000 
A,CAP,DSP_I,LT01	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,CAP,DSP_I,LT02	: 	: 	: 	: 	: 	8000 	8000 	8000 	10000 
A,CAP,DSP_I,LU	: 	140 	150000 	176000 	176000 	0 	0 	0 	0 
A,CAP,DSP_I,LU0	: 	: 	: 	176000 	176000 	0 	0 	0 	0 
A,CAP,DSP_I,LU00	: 	: 	: 	176000 	176000 	0 	0 	0 	0 
A,CAP,DSP_I,LV	: 	2400 	: 	250 	1000 	600 	600 	: 	0 
A,CAP,DSP_I,LV0	: 	: 	: 	250 	1000 	600 	600 	: 	0 
A,CAP,DSP_I,LV00	: 	: 	: 	250 	1000 	600 	600 	: 	0 
A,CAP,DSP_I,ME	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,CAP,DSP_I,MT	0 	0 	7392 	7392 	7392 	7392 	7392 	7392 	7392 
A,CAP,DSP_I,MT0	: 	: 	: 	7392 	7392 	7392 	7392 	7392 	7392 
A,CAP,DSP_I,MT00	: 	: 	: 	7392 	7392 	7392 	7392 	7392 	7392 
A,CAP,DSP_I,NL	5673750 	5983000 	6845000 	3464750 	240000 	692000 	772000 	814750 	1124000 
A,CAP,DSP_I,NL1	480000 	550000 	630000 	705000 	0 	0 	0 	15000 	15000 
A,CAP,DSP_I,NL11	0 	0 	0 	75000 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL12	0 	0 	0 	0 	0 	0 	0 	15000 	15000 
A,CAP,DSP_I,NL13	480000 	550000 	630000 	630000 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL2	1008750 	1025000 	1010000 	831500 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL21	290000 	315000 	300000 	354000 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL22	718750 	710000 	710000 	477500 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL23	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL3	3340000 	3563000 	4072000 	1531000 	107000 	559000 	639000 	654750 	964000 
A,CAP,DSP_I,NL31	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL32	1325000 	1535000 	2035000 	1000000 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL33	2015000 	2028000 	2037000 	531000 	107000 	559000 	639000 	654750 	964000 
A,CAP,DSP_I,NL34	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NL4	845000 	845000 	1133000 	397250 	133000 	133000 	133000 	145000 	145000 
A,CAP,DSP_I,NL41	845000 	845000 	1133000 	397250 	133000 	133000 	133000 	145000 	145000 
A,CAP,DSP_I,NL42	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NO	725804 	3000 	3000 	6000 	3000 	49900 	68600 	32600 	255238 
A,CAP,DSP_I,NO0	: 	: 	: 	6000 	3000 	49900 	68600 	32600 	255238 
A,CAP,DSP_I,NO01	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,CAP,DSP_I,NO02	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NO03	461237 s	0 	0 	0 	0 	16000 	49600 	27600 	: 
A,CAP,DSP_I,NO04	: c	0 	0 	0 	0 	14900 	0 	0 	: 
A,CAP,DSP_I,NO05	73544 s	: c	: c	6000 	3000 	3000 	3000 	3000 	: 
A,CAP,DSP_I,NO06	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,NO07	: c	0 	0 	0 	0 	16000 	16000 	2000 	0 
A,CAP,DSP_I,NO08	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,CAP,DSP_I,NO09	: 	: 	: 	: 	: 	: 	: 	: 	157130 
A,CAP,DSP_I,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	98108 
A,CAP,DSP_I,NO0B	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,CAP,DSP_I,PL	421619 	444142 	3413022 	795993 	1546193 	: 	: 	: b	4709918 
A,CAP,DSP_I,PL1	67197 	400 	59283 	51230 	322790 	: 	: 	: 	: 
A,CAP,DSP_I,PL11	: 	: 	4100 	4500 	124790 	: 	: 	: 	: 
A,CAP,DSP_I,PL12	67197 	400 	55183 	46730 	198000 	: 	: 	: 	: 
A,CAP,DSP_I,PL2	351200 	405000 	49250 	60504 	738672 	: 	: 	: b	188233 
A,CAP,DSP_I,PL21	1200 	: 	15980 	16084 	131666 	: 	: 	: b	118623 
A,CAP,DSP_I,PL22	350000 	405000 	33270 	44420 	607006 	: 	: 	54880 	69610 
A,CAP,DSP_I,PL3	0 	26500 	768815 	358933 	184947 	: 	: 	: 	: 
A,CAP,DSP_I,PL31	: 	: 	372550 	13108 	13168 	: 	: 	: 	: 
A,CAP,DSP_I,PL32	: 	: 	26713 	28863 	150000 	: 	: 	: 	: 
A,CAP,DSP_I,PL33	: 	: 	361800 	309340 	14490 	: 	: 	: 	: 
A,CAP,DSP_I,PL34	: 	26500 	7752 	7622 	7289 	: 	: 	: 	: 
A,CAP,DSP_I,PL4	2122 	12122 	851343 	52234 	149341 	: 	: 	48252 	46522 
A,CAP,DSP_I,PL41	570 	10512 	826090 	10972 	94786 	: 	: 	10224 	10224 
A,CAP,DSP_I,PL42	1552 	1610 	2069 	40462 	54555 	: 	: 	36708 	14638 
A,CAP,DSP_I,PL43	: 	: 	23184 	800 	0 	: 	: 	1320 	21660 
A,CAP,DSP_I,PL5	100 	20 	62961 	68111 	60 	: 	: 	174548 	7200 
A,CAP,DSP_I,PL51	: 	: 	0 	5150 	0 	: 	: 	10148 	7200 
A,CAP,DSP_I,PL52	100 	20 	62961 	62961 	60 	: 	: 	164400 	0 
A,CAP,DSP_I,PL6	1000 	100 	1621370 	204981 	150383 	: 	: 	328060 	307000 
A,CAP,DSP_I,PL61	: 	: 	1246780 	127640 	30518 	: 	: 	139398 	127078 
A,CAP,DSP_I,PL62	: 	100 	340 	12300 	12300 	: 	: 	59064 	49560 
A,CAP,DSP_I,PL63	1000 	: 	374250 	65041 	107565 	: 	: 	129598 	130362 
A,CAP,DSP_I,PL7	: 	: 	: 	: 	: 	: 	: 	: b	1747597 
A,CAP,DSP_I,PL71	: 	: 	: 	: 	: 	: 	: 	489000 	89100 
A,CAP,DSP_I,PL72	: 	: 	: 	: 	: 	: 	: 	: b	1658497 
A,CAP,DSP_I,PL8	: 	: 	: 	: 	: 	: 	: 	: b	118366 
A,CAP,DSP_I,PL81	: 	: 	: 	: 	: 	: 	: 	: b	308 
A,CAP,DSP_I,PL82	: 	: 	: 	: 	: 	: 	: 	0 	108654 
A,CAP,DSP_I,PL84	: 	: 	: 	: 	: 	: 	: 	409 	9404 
A,CAP,DSP_I,PL9	: 	: 	: 	: 	: 	: 	: 	336800 	2295000 
A,CAP,DSP_I,PL91	: 	: 	: 	: 	: 	: 	: 	336800 	2240000 
A,CAP,DSP_I,PL92	: 	: 	: 	: 	: 	: 	: 	0 	55000 
A,CAP,DSP_I,PT	0 	1116000 	: 	0 	1226861 	1067574 	: 	: 	0 
A,CAP,DSP_I,PT1	0 	1116000 	: 	0 	1226861 	923034 	: 	: 	0 
A,CAP,DSP_I,PT11	: 	380000 	: 	0 	446443 	343000 	0 	: 	0 
A,CAP,DSP_I,PT15	: 	0 	: 	0 	0 	0 	0 	: 	0 
A,CAP,DSP_I,PT16	: 	0 	: 	0 	32775 	15904 	: 	: 	0 
A,CAP,DSP_I,PT17	: 	736000 	: 	0 	747643 	564130 	0 	: 	0 
A,CAP,DSP_I,PT18	: 	0 	: 	0 	0 	0 	: 	: 	0 
A,CAP,DSP_I,PT2	0 	0 	: 	: 	0 	0 	0 	: 	0 
A,CAP,DSP_I,PT20	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,CAP,DSP_I,PT3	0 	0 	: 	: 	0 	144540 	0 	: 	0 
A,CAP,DSP_I,PT30	: 	: 	: 	: 	0 	144540 	0 	: 	0 
A,CAP,DSP_I,RO	: 	56042 	71020 	152334 	250097 	250098 	248992 	253183 	293830 
A,CAP,DSP_I,RO1	: 	1430 	1430 	1430 	1180 	1180 	1300 	1750 	1750 
A,CAP,DSP_I,RO11	: 	1430 	1430 	1430 	1180 	1180 	1300 	1750 	1750 
A,CAP,DSP_I,RO12	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,CAP,DSP_I,RO2	: 	4008 	40930 	36550 	46320 	46320 	44540 	44540 	47436 
A,CAP,DSP_I,RO21	: 	3570 	26722 	26470 	26240 	26240 	24460 	24460 	24980 
A,CAP,DSP_I,RO22	: 	438 	14208 	10080 	20080 	20080 	20080 	20080 	22456 
A,CAP,DSP_I,RO3	: 	29760 	6000 	103466 	131968 	131968 	132522 	133783 	161431 
A,CAP,DSP_I,RO31	: 	23760 	0 	97312 	119312 	119312 	120312 	123378 	151026 
A,CAP,DSP_I,RO32	: 	6000 	6000 	6154 	12656 	12656 	12210 	10405 	10405 
A,CAP,DSP_I,RO4	: 	20844 	22660 	10888 	70630 	70630 	70630 	73110 	83213 
A,CAP,DSP_I,RO41	: 	17267 	19083 	7638 	67380 	67380 	67380 	69860 	69860 
A,CAP,DSP_I,RO42	: 	3577 	3577 	3250 	3250 	3250 	3250 	3250 	13353 
A,CAP,DSP_I,RS	: 	: 	: 	: 	: 	73 	: 	0 	0 
A,CAP,DSP_I,RS1	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,RS11	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,RS12	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,RS2	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,RS21	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,RS22	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,CAP,DSP_I,SE	105 	134249 	88400 	90110 	75300 	141750 e	260100 e	244069 e	86000 e
A,CAP,DSP_I,SE1	: 	103819 	69000 	90000 	75250 	75050 e	150000 e	150000 e	54000 e
A,CAP,DSP_I,SE11	: 	50 	0 e	90000 e	250 e	50 e	0 e	0 e	0 e
A,CAP,DSP_I,SE12	: 	103769 	69000 e	0 	75000 e	75000 e	150000 e	150000 e	54000 e
A,CAP,DSP_I,SE2	: 	30180 	13800 	110 	0 	45550 e	70100 e	61559 e	24000 e
A,CAP,DSP_I,SE21	: 	0 	0 e	0 	0 e	50 e	100 e	259 e	0 e
A,CAP,DSP_I,SE22	: 	160 	9200 e	10 	0 e	500 e	20000 e	14900 e	18000 e
A,CAP,DSP_I,SE23	: 	30020 	4600 e	100 e	0 e	45000 e	50000 e	46400 e	6000 e
A,CAP,DSP_I,SE3	: 	250 	5600 	0 	50 	21150 e	40000 e	32510 e	8000 e
A,CAP,DSP_I,SE31	: 	250 	1000 e	0 	0 e	150 e	20000 e	15000 e	0 e
A,CAP,DSP_I,SE32	: 	0 	4600 e	0 	50 e	6000 e	5000 e	7510 e	8000 e
A,CAP,DSP_I,SE33	: 	0 	0 e	0 	0 e	15000 e	15000 e	10000 e	0 e
A,CAP,DSP_I,SI	23460 	: c	: c	61337 e	68837 e	66200 	56580 	56580 	66337 
A,CAP,DSP_I,SI0	: 	: 	: 	61337 e	68837 e	66200 	56580 	56580 	66337 
A,CAP,DSP_I,SI01	: 	: c	: c	61337 e	61337 e	: 	: 	: 	: 
A,CAP,DSP_I,SI02	: 	0 	0 	0 	7500 e	: 	: 	: 	: 
A,CAP,DSP_I,SI03	: 	: 	: 	: 	: 	66200 	56580 	56580 	66337 
A,CAP,DSP_I,SI04	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,CAP,DSP_I,SK	: 	153600 	0 	47135 	45274 	43774 	30122 	78500 	41758 
A,CAP,DSP_I,SK0	: 	: 	: 	47135 	45274 	43774 	30122 	78500 	41758 
A,CAP,DSP_I,SK01	: 	12000 	: 	28500 	28500 	28500 	28500 	28500 	28500 
A,CAP,DSP_I,SK02	: 	49300 	: 	10735 	10730 	10730 	122 	0 	10000 
A,CAP,DSP_I,SK03	: 	1300 	: 	6000 	3594 	3594 	0 	0 	3258 
A,CAP,DSP_I,SK04	: 	91000 	: 	1900 	2450 	950 	1500 	50000 	0 
A,CAP,DSP_I,TR	43924 	44016 	71115 	71260 	60540 	111260 	: 	757002 	842222 
A,CAP,DSP_I,TR1	: c	0 	8760 	: c	: c	: c	: 	: c	: c
A,CAP,DSP_I,TR10	: c	0 	8760 	: c	: c	: c	: 	: c	: c
A,CAP,DSP_I,TR2	0 	0 	0 	0 	0 	: 	: 	: c	: c
A,CAP,DSP_I,TR21	0 	0 	0 	0 	0 	: 	: 	: c	: c
A,CAP,DSP_I,TR22	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR3	0 	0 	: c	: c	: c	: c	: 	: c	: c
A,CAP,DSP_I,TR31	0 	0 	: c	: c	: c	: c	: 	: c	: c
A,CAP,DSP_I,TR32	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR33	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR4	: c	0 	35000 	: c	: c	: c	: 	157940 	243160 
A,CAP,DSP_I,TR41	0 	0 	0 	0 	0 	: 	: 	: c	: c
A,CAP,DSP_I,TR42	: c	0 	35000 	: c	: c	: c	: 	: c	: c
A,CAP,DSP_I,TR5	0 	0 	0 	0 	0 	: c	: 	: c	: c
A,CAP,DSP_I,TR51	0 	0 	0 	0 	0 	: c	: 	: c	: c
A,CAP,DSP_I,TR52	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR6	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR61	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR62	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR63	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR7	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR71	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR72	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR8	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR81	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR82	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR83	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR9	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TR90	0 	0 	0 	: 	0 	: 	: 	: 	: 
A,CAP,DSP_I,TRA	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRA1	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRA2	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRB	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRB1	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRB2	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRC	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRC1	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRC2	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,TRC3	0 	0 	0 	0 	0 	: 	: 	0 	0 
A,CAP,DSP_I,UK	: 	9149345 	9119137 	7890447 	8385107 	9859489 	8474196 	12265362 	: 
A,CAP,DSP_I,UKC	: 	323938 	329999 	375000 	375000 	756000 	125000 	723000 	: 
A,CAP,DSP_I,UKC1	: 	272362 	325913 	375000 	375000 	756000 	125000 	723000 	: 
A,CAP,DSP_I,UKC2	: 	51576 	4086 	0 	0 	0 	0 	0 	: 
A,CAP,DSP_I,UKD	: 	590257 	601292 	462670 	462670 	447670 	1466412 	1693412 	: 
A,CAP,DSP_I,UKD1	: 	1680 	2587 	0 	0 	0 	0 	0 	: 
A,CAP,DSP_I,UKD2	: 	240166 	143702 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_I,UKD3	: 	152693 	154937 	147670 	147670 	147670 	140984 	140984 	: 
A,CAP,DSP_I,UKD4	: 	195586 	199598 	15000 	15000 	0 	175428 	175428 	: 
A,CAP,DSP_I,UKD5	: 	133 	100468 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_I,UKD6	: 	: 	: 	200000 	200000 	200000 	1050000 	1130000 	: 
A,CAP,DSP_I,UKD7	: 	: 	: 	100000 	100000 	100000 	100000 	247000 	: 
A,CAP,DSP_I,UKE	: 	916162 	942081 	811000 	811000 	702000 	680600 	2008700 	: 
A,CAP,DSP_I,UKE1	: 	414431 	418549 	326000 	326000 	56000 	413600 	927600 	: 
A,CAP,DSP_I,UKE2	: 	4893 	9913 	0 	0 	0 	0 	320000 	: 
A,CAP,DSP_I,UKE3	: 	247310 	250099 	241500 	241500 	425000 	250000 	715600 	: 
A,CAP,DSP_I,UKE4	: 	249529 	263520 	243500 	243500 	221000 	17000 	45500 	: 
A,CAP,DSP_I,UKF	: 	967614 	972893 	266500 	266500 	420500 	948443 	1090443 	: 
A,CAP,DSP_I,UKF1	: 	497733 	489519 	266500 	266500 	266500 	487500 	557500 	: 
A,CAP,DSP_I,UKF2	: 	911 	9789 	0 	0 	0 	0 	72000 	: 
A,CAP,DSP_I,UKF3	: 	468969 	473585 	0 	0 	154000 	460943 	460943 	: 
A,CAP,DSP_I,UKG	: 	1434008 	1436020 	1159380 	1159380 	1456880 	1425960 	1245960 	: 
A,CAP,DSP_I,UKG1	: 	143289 	144236 	10000 	10000 	10000 	299080 	299080 	: 
A,CAP,DSP_I,UKG2	: 	335944 	336646 	210000 	210000 	510000 	330000 	330000 	: 
A,CAP,DSP_I,UKG3	: 	954775 	955138 	939380 	939380 	936880 	796880 	616880 	: 
A,CAP,DSP_I,UKH	: 	981020 	988129 	901000 	901000 	880000 	1061000 	1931000 	: 
A,CAP,DSP_I,UKH1	: 	527767 	532109 	463000 	463000 	442000 	623000 	1003000 	: 
A,CAP,DSP_I,UKH2	: 	453082 	450530 	438000 	438000 	438000 	438000 	438000 	: 
A,CAP,DSP_I,UKH3	: 	171 	5490 	0 	0 	0 	0 	490000 	: 
A,CAP,DSP_I,UKI	: 	1394949 	1401849 	1390000 	2090000 	2015000 	827000 	227000 	: 
A,CAP,DSP_I,UKI1	: 	492856 	56987 	488000 	488000 	: 	: 	: 	: 
A,CAP,DSP_I,UKI2	: 	902092 	1344862 	902000 	1602000 	: 	: 	: 	: 
A,CAP,DSP_I,UKI3	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,CAP,DSP_I,UKI4	: 	: 	: 	: 	578500 	488000 	0 	0 	: 
A,CAP,DSP_I,UKI5	: 	: 	: 	: 	1503500 	1519000 	819000 	219000 	: 
A,CAP,DSP_I,UKI6	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,CAP,DSP_I,UKI7	: 	: 	: 	: 	8000 	8000 	8000 	8000 	: 
A,CAP,DSP_I,UKJ	: 	1716489 	1779659 	1567950 	1883440 	2152190 	1439490 	1741990 	: 
A,CAP,DSP_I,UKJ1	: 	564117 	569973 	410000 	410000 	710000 	557500 	557500 	: 
A,CAP,DSP_I,UKJ2	: 	15237 	20062 	5200 	307550 	307550 	65550 	65550 	: 
A,CAP,DSP_I,UKJ3	: 	586844 	637230 	605000 	605000 	605000 	45000 	45000 	: 
A,CAP,DSP_I,UKJ4	: 	550290 	552394 	547750 	560890 	529640 	771440 	1073940 	: 
A,CAP,DSP_I,UKK	: 	185263 	196999 	43168 	43168 	210011 	219081 	333081 	: 
A,CAP,DSP_I,UKK1	: 	66074 	73600 	22157 	22157 	129000 	141570 	15570 	: 
A,CAP,DSP_I,UKK2	: 	88731 	85765 	8000 	8000 	8000 	8000 	8000 	: 
A,CAP,DSP_I,UKK3	: 	15167 	16380 	8741 	8741 	8741 	5241 	245241 	: 
A,CAP,DSP_I,UKK4	: 	15291 	21254 	4270 	4270 	64270 	64270 	64270 	: 
A,CAP,DSP_I,UKL	: 	277781 	81151 	6205 	6000 	6000 	6000 	31000 	: 
A,CAP,DSP_I,UKL1	: 	64742 	68708 	125 	0 	0 	0 	25000 	: 
A,CAP,DSP_I,UKL2	: 	213040 	12443 	: c	6000 	6000 	6000 	6000 	: 
A,CAP,DSP_I,UKM	: 	337578 	389067 	848444 	327369 	753658 	215630 	1180196 	: 
A,CAP,DSP_I,UKM2	: 	295169 	336112 	522514 	216514 	518520 	: 	: 	: 
A,CAP,DSP_I,UKM3	: 	7156 	4555 	275350 	60350 	184350 	: 	: 	: 
A,CAP,DSP_I,UKM5	: 	260 	0 	105 	105 	50 	50 	0 	: 
A,CAP,DSP_I,UKM6	: 	34993 	48400 	50475 	50400 	50738 	26338 	25104 	: 
A,CAP,DSP_I,UKM7	: 	: 	: 	: 	: 	: 	156843 	891092 	: 
A,CAP,DSP_I,UKM8	: 	: 	: 	: 	: 	: 	30000 	264000 	: 
A,CAP,DSP_I,UKM9	: 	: 	: 	: 	: 	: 	2399 	0 	: 
A,CAP,DSP_I,UKN	: 	24285 	0 	59130 	59580 	59580 	59580 	59580 	: 
A,CAP,DSP_I,UKN0	: 	24285 e	: 	59130 	59580 	59580 	59580 	59580 	: 
A,CAP,DSP_L,UKI5	: 	: 	: 	: 	1544000 	: 	: 	: 	: 
A,CAP,DSP_L,UKI6	: 	: 	: 	: 	1140000 	: 	: 	: 	: 
A,CAP,DSP_L,UKI7	: 	: 	: 	: 	410000 	: 	: 	: 	: 
A,CAP,DSP_LIN,UKI5	: 	: 	: 	: 	544000 	: 	: 	: 	: 
A,CAP,DSP_LIN,UKI6	: 	: 	: 	: 	200000 	: 	: 	: 	: 
A,CAP,DSP_LIN,UKI7	: 	: 	: 	: 	250000 	: 	: 	: 	: 
A,CAP,DSP_LNH,UKI5	: 	: 	: 	: 	1000000 	: 	: 	: 	: 
A,CAP,DSP_LNH,UKI6	: 	: 	: 	: 	940000 	: 	: 	: 	: 
A,CAP,DSP_LNH,UKI7	: 	: 	: 	: 	160000 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT11	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT12	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT13	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT21	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT22	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT3	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT31	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT32	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT33	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,AT34	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,BE	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,BE1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,BE10	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_L_OTH,BE2	0 	0 	0 	: 	: 	: 	: 	: 	: 
