freq,wst_oper,material,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TRT,MF2,THS_T,DK	1442 s	1139 s	836 s	746 s	655 s	734 s	812 s	719 s	626 s	681 s	735 s	620 s	601 s
A,TRT,MF2,THS_T,EE	293 s	288 s	283 s	296 s	310 s	244 s	179 s	241 s	303 s	291 s	280 s	263 s	262 s
A,TRT,MF2,THS_T,EL	2635 s	2288 s	1942 s	1369 s	795 s	1408 s	2020 s	2130 s	2239 s	1721 s	1204 s	1486 s	1444 s
A,TRT,MF2,THS_T,ES	8261 s	10245 s	12229 s	13307 s	14385 s	12388 s	10390 s	11289 s	12188 s	11139 s	10089 s	11994 s	12223 s
A,TRT,MF2,THS_T,EU27_2020	88936 s	92018 s	95100 s	96414 s	97727 s	94572 s	91416 s	95605 s	99793 s	95407 s	91030 s	97803 s	98981 s
A,TRT,MF2,THS_T,FI	1456 s	1647 s	1837 s	1208 s	578 s	500 s	421 s	466 s	512 s	1056 s	1599 s	741 s	756 s
A,TRT,MF2,THS_T,FR	12829 s	13085 s	13341 s	13458 s	13575 s	13310 s	13044 s	12679 s	12314 s	10867 s	9421 s	10992 s	10840 s
A,TRT,MF2,THS_T,HR	314 s	332 s	351 s	432 s	514 s	394 s	275 s	390 s	505 s	475 s	445 s	485 s	500 s
A,TRT,MF2,THS_T,HU	1170 s	1030 s	890 s	898 s	906 s	930 s	953 s	1107 s	1260 s	1214 s	1168 s	1175 s	1197 s
A,TRT,MF2,THS_T,IE	122 s	122 s	121 s	198 s	274 s	276 s	277 s	337 s	396 s	382 s	368 s	449 s	487 s
A,TRT,MF2,THS_T,IT	16318 s	16835 s	17351 s	17307 s	17262 s	17101 s	16939 s	18688 s	20437 s	19869 s	19300 s	20361 s	20832 s
A,TRT,MF2,THS_T,LT	118 s	106 s	94 s	134 s	175 s	146 s	116 s	85 s	54 s	70 s	87 s	100 s	104 s
A,TRT,MF2,THS_T,LU	3156 s	2929 s	2701 s	2553 s	2406 s	2502 s	2599 s	2634 s	2669 s	2484 s	2299 s	2319 s	2268 s
A,TRT,MF2,THS_T,LV	81 s	175 s	270 s	230 s	190 s	142 s	94 s	92 s	90 s	120 s	150 s	112 s	110 s
A,TRT,MF2,THS_T,MT	17 s	14 s	12 s	13 s	13 s	12 s	11 s	12 s	13 s	17 s	21 s	17 s	17 s
A,TRT,MF2,THS_T,NL	2040 s	2310 s	2581 s	2444 s	2308 s	2375 s	2443 s	2850 s	3257 s	3166 s	3076 s	3295 s	3411 s
A,TRT,MF2,THS_T,PL	7439 s	7759 s	8079 s	8853 s	9627 s	8960 s	8293 s	8964 s	9635 s	8480 s	7326 s	8817 s	8873 s
A,TRT,MF2,THS_T,PT	1052 s	1025 s	997 s	1319 s	1642 s	1567 s	1492 s	1603 s	1715 s	1537 s	1359 s	1730 s	1786 s
A,TRT,MF2,THS_T,RO	2253 s	2065 s	1877 s	1797 s	1718 s	1626 s	1534 s	1511 s	1487 s	1462 s	1438 s	1307 s	1257 s
A,TRT,MF2,THS_T,SE	2373 s	2452 s	2531 s	2447 s	2363 s	2739 s	3116 s	3124 s	3132 s	2891 s	2655 s	3108 s	3178 s
A,TRT,MF2,THS_T,SI	908 s	887 s	867 s	836 s	806 s	768 s	729 s	747 s	764 s	725 s	686 s	674 s	657 s
A,TRT,MF2,THS_T,SK	684 s	689 s	695 s	651 s	607 s	814 s	1021 s	1193 s	1366 s	1536 s	1706 s	1653 s	1763 s
A,TRT,MF2,T_HAB,AT	0.248 s	0.273 s	0.298 s	0.342 s	0.384 s	0.374 s	0.364 s	0.347 s	0.332 s	0.329 s	0.327 s	0.372 s	0.378 s
A,TRT,MF2,T_HAB,BE	0.29 s	0.291 s	0.294 s	0.273 s	0.252 s	0.219 s	0.187 s	0.16 s	0.134 s	0.225 s	0.315 s	0.21 s	0.207 s
A,TRT,MF2,T_HAB,BG	0.181 s	0.166 s	0.15 s	0.154 s	0.158 s	0.148 s	0.137 s	0.139 s	0.141 s	0.138 s	0.136 s	0.16 s	0.181 s
A,TRT,MF2,T_HAB,CY	0.088 s	0.065 s	0.043 s	0.042 s	0.041 s	0.043 s	0.044 s	0.043 s	0.042 s	0.037 s	0.032 s	0.041 s	0.041 s
A,TRT,MF2,T_HAB,CZ	0.222 s	0.227 s	0.233 s	0.226 s	0.218 s	0.22 s	0.222 s	0.22 s	0.218 s	0.204 s	0.191 s	0.206 s	0.201 s
A,TRT,MF2,T_HAB,DE	0.184 s	0.192 s	0.197 s	0.204 s	0.21 s	0.202 s	0.194 s	0.2 s	0.205 s	0.199 s	0.193 s	0.205 s	0.206 s
A,TRT,MF2,T_HAB,DK	0.26 s	0.204 s	0.149 s	0.133 s	0.116 s	0.129 s	0.142 s	0.125 s	0.108 s	0.117 s	0.126 s	0.106 s	0.102 s
A,TRT,MF2,T_HAB,EE	0.22 s	0.217 s	0.214 s	0.225 s	0.236 s	0.186 s	0.136 s	0.183 s	0.229 s	0.22 s	0.211 s	0.197 s	0.194 s
A,TRT,MF2,T_HAB,EL	0.237 s	0.206 s	0.176 s	0.125 s	0.073 s	0.13 s	0.187 s	0.198 s	0.209 s	0.161 s	0.113 s	0.141 s	0.139 s
A,TRT,MF2,T_HAB,ES	0.177 s	0.219 s	0.261 s	0.285 s	0.309 s	0.267 s	0.224 s	0.242 s	0.26 s	0.236 s	0.213 s	0.253 s	0.256 s
A,TRT,MF2,T_HAB,EU27_2020	0.202 s	0.209 s	0.216 s	0.218 s	0.22 s	0.213 s	0.205 s	0.214 s	0.223 s	0.213 s	0.203 s	0.219 s	0.221 s
A,TRT,MF2,T_HAB,FI	0.271 s	0.306 s	0.339 s	0.222 s	0.106 s	0.091 s	0.077 s	0.085 s	0.093 s	0.191 s	0.289 s	0.134 s	0.136 s
A,TRT,MF2,T_HAB,FR	0.198 s	0.201 s	0.204 s	0.205 s	0.205 s	0.2 s	0.195 s	0.189 s	0.183 s	0.161 s	0.139 s	0.162 s	0.159 s
A,TRT,MF2,T_HAB,HR	0.073 s	0.078 s	0.082 s	0.102 s	0.121 s	0.094 s	0.066 s	0.094 s	0.123 s	0.117 s	0.11 s	0.123 s	0.13 s
A,TRT,MF2,T_HAB,HU	0.117 s	0.103 s	0.09 s	0.091 s	0.092 s	0.094 s	0.097 s	0.113 s	0.129 s	0.124 s	0.12 s	0.121 s	0.124 s
A,TRT,MF2,T_HAB,IE	0.027 s	0.027 s	0.026 s	0.043 s	0.059 s	0.059 s	0.058 s	0.07 s	0.081 s	0.077 s	0.074 s	0.089 s	0.095 s
A,TRT,MF2,T_HAB,IT	0.275 s	0.284 s	0.291 s	0.287 s	0.284 s	0.282 s	0.279 s	0.309 s	0.338 s	0.333 s	0.325 s	0.344 s	0.353 s
A,TRT,MF2,T_HAB,LT	0.038 s	0.035 s	0.031 s	0.045 s	0.06 s	0.05 s	0.041 s	0.03 s	0.019 s	0.025 s	0.031 s	0.036 s	0.037 s
A,TRT,MF2,T_HAB,LU	6.226 s	5.65 s	5.086 s	4.699 s	4.324 s	4.393 s	4.466 s	4.417 s	4.391 s	4.006 s	3.646 s	3.623 s	3.473 s
A,TRT,MF2,T_HAB,LV	0.039 s	0.085 s	0.133 s	0.114 s	0.095 s	0.072 s	0.048 s	0.047 s	0.047 s	0.063 s	0.079 s	0.06 s	0.059 s
A,TRT,MF2,T_HAB,MT	0.04 s	0.034 s	0.029 s	0.03 s	0.03 s	0.028 s	0.025 s	0.026 s	0.028 s	0.034 s	0.041 s	0.032 s	0.032 s
A,TRT,MF2,T_HAB,NL	0.123 s	0.138 s	0.154 s	0.145 s	0.137 s	0.14 s	0.143 s	0.166 s	0.189 s	0.183 s	0.176 s	0.188 s	0.193 s
A,TRT,MF2,T_HAB,PL	0.196 s	0.204 s	0.212 s	0.233 s	0.253 s	0.236 s	0.218 s	0.236 s	0.254 s	0.223 s	0.193 s	0.234 s	0.241 s
A,TRT,MF2,T_HAB,PT	0.099 s	0.097 s	0.095 s	0.126 s	0.158 s	0.151 s	0.144 s	0.156 s	0.167 s	0.149 s	0.132 s	0.167 s	0.172 s
A,TRT,MF2,T_HAB,RO	0.111 s	0.102 s	0.094 s	0.09 s	0.086 s	0.082 s	0.078 s	0.077 s	0.076 s	0.075 s	0.075 s	0.068 s	0.066 s
A,TRT,MF2,T_HAB,SE	0.253 s	0.259 s	0.266 s	0.255 s	0.244 s	0.28 s	0.314 s	0.311 s	0.308 s	0.281 s	0.256 s	0.298 s	0.303 s
A,TRT,MF2,T_HAB,SI	0.443 s	0.432 s	0.421 s	0.406 s	0.391 s	0.372 s	0.353 s	0.361 s	0.369 s	0.347 s	0.326 s	0.32 s	0.311 s
A,TRT,MF2,T_HAB,SK	0.127 s	0.128 s	0.128 s	0.12 s	0.112 s	0.15 s	0.188 s	0.219 s	0.251 s	0.282 s	0.312 s	0.303 s	0.325 s
A,TRT,MF3,THS_T,AT	9850 s	14843 s	19836 s	21162 s	22489 s	21509 s	20529 s	21709 s	22889 s	24172 s	25456 s	27148 s	28272 s
A,TRT,MF3,THS_T,BE	4516 s	6306 s	8095 s	7932 s	7769 s	8413 s	9057 s	8467 s	7878 s	11650 s	15423 s	13008 s	13758 s
A,TRT,MF3,THS_T,BG	155190 s	154356 s	153522 s	161500 s	169478 s	140148 s	110819 s	112045 s	113272 s	108566 s	103859 s	95739 s	89240 s
A,TRT,MF3,THS_T,CY	1341 s	991 s	641 s	901 s	1161 s	1162 s	1162 s	1110 s	1057 s	806 s	556 s	834 s	809 s
A,TRT,MF3,THS_T,CZ	10416 s	10354 s	10293 s	11026 s	11758 s	12822 s	13886 s	18776 s	23667 s	24665 s	25663 s	26245 s	28006 s
A,TRT,MF3,THS_T,DE	232711 s	230192 s	227673 s	232017 s	236359 s	240486 s	244613 s	246130 s	247647 s	245539 s	243383 s	250569 s	252625 s
A,TRT,MF3,THS_T,DK	5241 s	5554 s	5867 s	7322 s	8777 s	8274 s	7771 s	9516 s	11261 s	10510 s	9758 s	11579 s	12159 s
A,TRT,MF3,THS_T,EE	15303 s	16782 s	18260 s	18355 s	18450 s	18203 s	17957 s	18715 s	19474 s	16366 s	13258 s	17543 s	17867 s
A,TRT,MF3,THS_T,EL	62089 s	63224 s	64360 s	62684 s	61008 s	61774 s	62539 s	48310 s	34081 s	24799 s	15517 s	26903 s	24596 s
A,TRT,MF3,THS_T,ES	83413 s	73312 s	63211 s	57118 s	51025 s	51013 s	51000 s	54674 s	58348 s	48317 s	38285 s	47687 s	47529 s
A,TRT,MF3,THS_T,EU27_2020	1377574 s	1411550 s	1445526 s	1426838 s	1408150 s	1388967 s	1369785 s	1388695 s	1407606 s	1338785 s	1269857 s	1349605 s	1349813 s
A,TRT,MF3,THS_T,FI	85826 s	78378 s	70930 s	70156 s	69381 s	84970 s	100559 s	99540 s	98521 s	94408 s	90295 s	106955 s	112518 s
A,TRT,MF3,THS_T,FR	195041 s	190278 s	185515 s	183811 s	182108 s	184978 s	187848 s	195245 s	202642 s	189377 s	176112 s	187529 s	187462 s
A,TRT,MF3,THS_T,HR	415 s	580 s	745 s	809 s	874 s	980 s	1087 s	991 s	895 s	1041 s	1187 s	1247 s	1311 s
A,TRT,MF3,THS_T,HU	6918 s	6617 s	6316 s	6585 s	6855 s	7328 s	7800 s	8791 s	9781 s	10710 s	11640 s	11372 s	12001 s
A,TRT,MF3,THS_T,IE	6410 s	5958 s	5506 s	6470 s	7434 s	8098 s	8761 s	8966 s	9172 s	9969 s	10767 s	10971 s	11486 s
A,TRT,MF3,THS_T,IT	60080 s	59583 s	59086 s	57403 s	55720 s	58150 s	60579 s	63875 s	67170 s	70238 s	73307 s	71050 s	72631 s
A,TRT,MF3,THS_T,LT	2650 s	2693 s	2735 s	2843 s	2952 s	3046 s	3140 s	3090 s	3039 s	2774 s	2508 s	2965 s	2997 s
A,TRT,MF3,THS_T,LU	2911 s	3356 s	3801 s	3167 s	2532 s	3325 s	4117 s	4518 s	4919 s	4755 s	4591 s	5010 s	5211 s
A,TRT,MF3,THS_T,LV	264 s	286 s	308 s	272 s	236 s	243 s	251 s	370 s	489 s	471 s	454 s	475 s	506 s
A,TRT,MF3,THS_T,MT	841 s	693 s	545 s	682 s	819 s	939 s	1060 s	1401 s	1742 s	2314 s	2886 s	2622 s	2863 s
A,TRT,MF3,THS_T,NL	35418 s	35726 s	36034 s	35697 s	35360 s	37694 s	40028 s	38513 s	36999 s	35291 s	33584 s	36587 s	36627 s
A,TRT,MF3,THS_T,PL	112260 s	117915 s	123570 s	131320 s	139070 s	131681 s	124293 s	121384 s	118476 s	111996 s	105516 s	115916 s	115040 s
A,TRT,MF3,THS_T,PT	2669 s	2804 s	2939 s	3175 s	3411 s	3329 s	3247 s	2847 s	2446 s	2757 s	3067 s	2951 s	2954 s
A,TRT,MF3,THS_T,RO	186969 s	211291 s	235613 s	198185 s	160757 s	162485 s	164213 s	176813 s	189412 s	158262 s	127112 s	141656 s	135414 s
A,TRT,MF3,THS_T,SE	92432 s	113471 s	134511 s	140355 s	146199 s	131797 s	117395 s	114921 s	112447 s	119041 s	125575 s	124872 s	125264 s
A,TRT,MF3,THS_T,SI	2776 s	2783 s	2790 s	3078 s	3366 s	3199 s	3032 s	4717 s	6402 s	5895 s	5388 s	6167 s	6552 s
A,TRT,MF3,THS_T,SK	3622 s	3223 s	2823 s	2812 s	2801 s	2920 s	3039 s	3260 s	3481 s	4095 s	4709 s	4004 s	4115 s
A,TRT,MF3,T_HAB,AT	1.178 s	1.769 s	2.353 s	2.496 s	2.631 s	2.489 s	2.35 s	2.468 s	2.589 s	2.722 s	2.855 s	3.031 s	3.127 s
A,TRT,MF3,T_HAB,BE	0.415 s	0.571 s	0.729 s	0.711 s	0.693 s	0.746 s	0.799 s	0.744 s	0.689 s	1.014 s	1.337 s	1.123 s	1.177 s
A,TRT,MF3,T_HAB,BG	20.984 s	21.006 s	21.014 s	22.23 s	23.461 s	19.525 s	15.547 s	15.835 s	16.124 s	15.563 s	14.978 s	13.92 s	13.803 s
A,TRT,MF3,T_HAB,CY	1.617 s	1.165 s	0.742 s	1.046 s	1.362 s	1.371 s	1.365 s	1.291 s	1.215 s	0.914 s	0.623 s	0.927 s	0.887 s
A,TRT,MF3,T_HAB,CZ	0.994 s	0.987 s	0.979 s	1.049 s	1.117 s	1.216 s	1.314 s	1.772 s	2.226 s	2.311 s	2.399 s	2.498 s	2.624 s
A,TRT,MF3,T_HAB,DE	2.846 s	2.868 s	2.831 s	2.877 s	2.919 s	2.944 s	2.97 s	2.978 s	2.987 s	2.955 s	2.927 s	3.012 s	3.015 s
A,TRT,MF3,T_HAB,DK	0.945 s	0.997 s	1.049 s	1.304 s	1.555 s	1.456 s	1.357 s	1.651 s	1.944 s	1.808 s	1.673 s	1.977 s	2.06 s
A,TRT,MF3,T_HAB,EE	11.494 s	12.642 s	13.805 s	13.927 s	14.035 s	13.839 s	13.647 s	14.206 s	14.731 s	12.334 s	9.972 s	13.181 s	13.246 s
A,TRT,MF3,T_HAB,EL	5.583 s	5.693 s	5.827 s	5.717 s	5.601 s	5.709 s	5.804 s	4.492 s	3.175 s	2.313 s	1.45 s	2.545 s	2.359 s
A,TRT,MF3,T_HAB,ES	1.791 s	1.568 s	1.351 s	1.225 s	1.098 s	1.098 s	1.097 s	1.173 s	1.247 s	1.025 s	0.808 s	1.006 s	0.995 s
A,TRT,MF3,T_HAB,EU27_2020	3.123 s	3.206 s	3.279 s	3.228 s	3.177 s	3.127 s	3.077 s	3.115 s	3.151 s	2.995 s	2.839 s	3.02 s	3.019 s
A,TRT,MF3,T_HAB,FI	16.002 s	14.546 s	13.101 s	12.899 s	12.704 s	15.507 s	18.299 s	18.071 s	17.863 s	17.098 s	16.33 s	19.302 s	20.251 s
A,TRT,MF3,T_HAB,FR	3.009 s	2.922 s	2.835 s	2.795 s	2.746 s	2.78 s	2.815 s	2.918 s	3.017 s	2.81 s	2.606 s	2.767 s	2.758 s
A,TRT,MF3,T_HAB,HR	0.096 s	0.135 s	0.174 s	0.19 s	0.206 s	0.233 s	0.261 s	0.24 s	0.219 s	0.256 s	0.293 s	0.316 s	0.34 s
A,TRT,MF3,T_HAB,HU	0.692 s	0.664 s	0.637 s	0.666 s	0.695 s	0.744 s	0.795 s	0.898 s	1.001 s	1.096 s	1.194 s	1.171 s	1.245 s
A,TRT,MF3,T_HAB,IE	1.406 s	1.301 s	1.197 s	1.399 s	1.596 s	1.722 s	1.842 s	1.865 s	1.884 s	2.02 s	2.16 s	2.18 s	2.24 s
A,TRT,MF3,T_HAB,IT	1.014 s	1.003 s	0.992 s	0.953 s	0.917 s	0.958 s	0.999 s	1.055 s	1.112 s	1.176 s	1.233 s	1.202 s	1.232 s
A,TRT,MF3,T_HAB,LT	0.856 s	0.889 s	0.915 s	0.961 s	1.007 s	1.049 s	1.095 s	1.092 s	1.085 s	0.993 s	0.897 s	1.058 s	1.058 s
A,TRT,MF3,T_HAB,LU	5.742 s	6.475 s	7.159 s	5.828 s	4.552 s	5.837 s	7.074 s	7.576 s	8.091 s	7.669 s	7.283 s	7.828 s	7.978 s
A,TRT,MF3,T_HAB,LV	0.126 s	0.139 s	0.151 s	0.135 s	0.118 s	0.123 s	0.128 s	0.19 s	0.254 s	0.246 s	0.239 s	0.252 s	0.269 s
A,TRT,MF3,T_HAB,MT	2.029 s	1.665 s	1.299 s	1.601 s	1.884 s	2.11 s	2.327 s	2.994 s	3.595 s	4.59 s	5.599 s	5.057 s	5.39 s
A,TRT,MF3,T_HAB,NL	2.132 s	2.14 s	2.151 s	2.124 s	2.097 s	2.225 s	2.35 s	2.248 s	2.147 s	2.035 s	1.926 s	2.087 s	2.069 s
A,TRT,MF3,T_HAB,PL	2.951 s	3.098 s	3.246 s	3.452 s	3.659 s	3.467 s	3.273 s	3.196 s	3.12 s	2.95 s	2.784 s	3.071 s	3.124 s
A,TRT,MF3,T_HAB,PT	0.252 s	0.266 s	0.28 s	0.304 s	0.328 s	0.321 s	0.314 s	0.276 s	0.238 s	0.268 s	0.298 s	0.285 s	0.284 s
A,TRT,MF3,T_HAB,RO	9.234 s	10.487 s	11.747 s	9.917 s	8.075 s	8.2 s	8.335 s	9.026 s	9.726 s	8.17 s	6.598 s	7.408 s	7.109 s
A,TRT,MF3,T_HAB,SE	9.856 s	12.009 s	14.13 s	14.62 s	15.078 s	13.45 s	11.83 s	11.426 s	11.051 s	11.581 s	12.129 s	11.989 s	11.945 s
A,TRT,MF3,T_HAB,SI	1.355 s	1.356 s	1.356 s	1.494 s	1.633 s	1.55 s	1.468 s	2.283 s	3.087 s	2.823 s	2.563 s	2.926 s	3.102 s
A,TRT,MF3,T_HAB,SK	0.672 s	0.597 s	0.522 s	0.519 s	0.517 s	0.538 s	0.56 s	0.599 s	0.639 s	0.751 s	0.863 s	0.735 s	0.758 s
A,TRT,MF4,THS_T,AT	819 s	921 s	1022 s	1022 s	992 s	1072 s	1151 s	1112 s	1074 s	1070 s	1066 s	1159 s	1181 s
A,TRT,MF4,THS_T,BE	1910 s	1858 s	1807 s	1759 s	1711 s	1740 s	1768 s	1897 s	2026 s	1998 s	1971 s	1989 s	2031 s
A,TRT,MF4,THS_T,BG	588 s	637 s	687 s	697 s	708 s	766 s	825 s	656 s	486 s	626 s	765 s	692 s	695 s
A,TRT,MF4,THS_T,CY	193 s	153 s	114 s	118 s	122 s	119 s	117 s	117 s	118 s	106 s	95 s	115 s	116 s
A,TRT,MF4,THS_T,CZ	1274 s	1227 s	1179 s	1225 s	1271 s	1351 s	1431 s	1657 s	1884 s	1768 s	1653 s	1843 s	1910 s
A,TRT,MF4,THS_T,DE	14137 s	13814 s	13491 s	13744 s	13995 s	14186 s	14377 s	14269 s	14161 s	14029 s	13897 s	14546 s	14756 s
A,TRT,MF4,THS_T,DK	1140 s	1214 s	1287 s	1178 s	1070 s	1038 s	1006 s	959 s	912 s	931 s	950 s	862 s	850 s
A,TRT,MF4,THS_T,EE	949 s	948 s	947 s	993 s	1039 s	783 s	528 s	764 s	999 s	956 s	912 s	842 s	833 s
A,TRT,MF4,THS_T,EL	1212 s	1103 s	994 s	1112 s	1229 s	1071 s	913 s	938 s	962 s	921 s	880 s	910 s	917 s
A,TRT,MF4,THS_T,ES	6762 s	6359 s	5955 s	5513 s	5071 s	4375 s	3679 s	3877 s	4074 s	4048 s	4023 s	3138 s	2880 s
A,TRT,MF4,THS_T,EU27_2020	68050 s	66164 s	64278 s	64220 s	64130 s	63336 s	62541 s	63812 s	65082 s	63000 s	60934 s	63493 s	64217 s
A,TRT,MF4,THS_T,FI	2225 s	1715 s	1205 s	1070 s	935 s	952 s	969 s	962 s	954 s	970 s	987 s	875 s	875 s
A,TRT,MF4,THS_T,FR	12769 s	12278 s	11788 s	11449 s	11111 s	11128 s	11144 s	11064 s	10984 s	10390 s	9796 s	9979 s	10048 s
A,TRT,MF4,THS_T,HR	367 s	340 s	313 s	328 s	343 s	331 s	319 s	323 s	327 s	317 s	307 s	329 s	332 s
A,TRT,MF4,THS_T,HU	865 s	915 s	965 s	958 s	951 s	879 s	808 s	886 s	964 s	1106 s	1248 s	1095 s	1119 s
A,TRT,MF4,THS_T,IE	490 s	435 s	380 s	334 s	288 s	310 s	331 s	385 s	438 s	384 s	329 s	365 s	382 s
A,TRT,MF4,THS_T,IT	10213 s	9418 s	8624 s	8792 s	8960 s	8740 s	8520 s	8583 s	8646 s	8256 s	7865 s	8579 s	8710 s
A,TRT,MF4,THS_T,LT	281 s	260 s	239 s	215 s	192 s	172 s	152 s	141 s	130 s	170 s	210 s	173 s	181 s
A,TRT,MF4,THS_T,LU	81 s	80 s	79 s	85 s	91 s	78 s	65 s	63 s	61 s	63 s	65 s	68 s	68 s
A,TRT,MF4,THS_T,LV	192 s	230 s	269 s	216 s	164 s	269 s	374 s	267 s	160 s	230 s	300 s	291 s	310 s
A,TRT,MF4,THS_T,MT	57 s	49 s	41 s	46 s	50 s	52 s	54 s	65 s	77 s	100 s	124 s	107 s	115 s
A,TRT,MF4,THS_T,NL	3158 s	3235 s	3312 s	3174 s	3036 s	3061 s	3086 s	3194 s	3301 s	3255 s	3210 s	3305 s	3339 s
A,TRT,MF4,THS_T,PL	3179 s	3681 s	4183 s	4889 s	5594 s	5593 s	5591 s	5747 s	5903 s	5309 s	4715 s	6096 s	6290 s
A,TRT,MF4,THS_T,PT	1208 s	1161 s	1115 s	1129 s	1143 s	1050 s	957 s	1600 s	2244 s	1747 s	1250 s	1695 s	1757 s
A,TRT,MF4,THS_T,RO	1472 s	1407 s	1341 s	1298 s	1255 s	1245 s	1235 s	1217 s	1200 s	1162 s	1125 s	1119 s	1109 s
A,TRT,MF4,THS_T,SE	1817 s	2075 s	2334 s	2264 s	2194 s	2359 s	2524 s	2428 s	2333 s	2432 s	2547 s	2664 s	2744 s
A,TRT,MF4,THS_T,SI	233 s	205 s	177 s	183 s	190 s	183 s	177 s	198 s	218 s	199 s	180 s	204 s	211 s
A,TRT,MF4,THS_T,SK	459 s	445 s	432 s	428 s	424 s	432 s	440 s	444 s	447 s	455 s	463 s	452 s	454 s
A,TRT,MF4,T_HAB,AT	0.098 s	0.11 s	0.121 s	0.121 s	0.116 s	0.124 s	0.132 s	0.126 s	0.121 s	0.12 s	0.12 s	0.129 s	0.131 s
A,TRT,MF4,T_HAB,BE	0.175 s	0.168 s	0.163 s	0.158 s	0.153 s	0.154 s	0.156 s	0.167 s	0.177 s	0.174 s	0.171 s	0.172 s	0.174 s
A,TRT,MF4,T_HAB,BG	0.079 s	0.087 s	0.094 s	0.096 s	0.098 s	0.107 s	0.116 s	0.093 s	0.069 s	0.09 s	0.11 s	0.101 s	0.108 s
A,TRT,MF4,T_HAB,CY	0.232 s	0.18 s	0.132 s	0.137 s	0.143 s	0.141 s	0.137 s	0.136 s	0.135 s	0.121 s	0.106 s	0.128 s	0.128 s
A,TRT,MF4,T_HAB,CZ	0.122 s	0.117 s	0.112 s	0.117 s	0.121 s	0.128 s	0.135 s	0.156 s	0.177 s	0.166 s	0.154 s	0.175 s	0.179 s
A,TRT,MF4,T_HAB,DE	0.173 s	0.172 s	0.168 s	0.17 s	0.173 s	0.174 s	0.175 s	0.173 s	0.171 s	0.169 s	0.167 s	0.175 s	0.176 s
A,TRT,MF4,T_HAB,DK	0.206 s	0.218 s	0.23 s	0.21 s	0.19 s	0.183 s	0.176 s	0.166 s	0.157 s	0.16 s	0.163 s	0.147 s	0.144 s
A,TRT,MF4,T_HAB,EE	0.713 s	0.714 s	0.716 s	0.753 s	0.79 s	0.596 s	0.401 s	0.58 s	0.756 s	0.72 s	0.686 s	0.632 s	0.618 s
A,TRT,MF4,T_HAB,EL	0.109 s	0.099 s	0.09 s	0.101 s	0.113 s	0.099 s	0.085 s	0.087 s	0.09 s	0.086 s	0.082 s	0.086 s	0.088 s
A,TRT,MF4,T_HAB,ES	0.145 s	0.136 s	0.127 s	0.118 s	0.109 s	0.094 s	0.079 s	0.083 s	0.087 s	0.086 s	0.085 s	0.066 s	0.06 s
A,TRT,MF4,T_HAB,EU27_2020	0.154 s	0.15 s	0.146 s	0.145 s	0.145 s	0.143 s	0.14 s	0.143 s	0.146 s	0.141 s	0.136 s	0.142 s	0.144 s
A,TRT,MF4,T_HAB,FI	0.415 s	0.318 s	0.222 s	0.197 s	0.171 s	0.174 s	0.176 s	0.175 s	0.173 s	0.176 s	0.178 s	0.158 s	0.157 s
A,TRT,MF4,T_HAB,FR	0.197 s	0.189 s	0.18 s	0.174 s	0.168 s	0.167 s	0.167 s	0.165 s	0.164 s	0.154 s	0.145 s	0.147 s	0.148 s
A,TRT,MF4,T_HAB,HR	0.085 s	0.079 s	0.073 s	0.077 s	0.081 s	0.079 s	0.077 s	0.078 s	0.08 s	0.078 s	0.076 s	0.083 s	0.086 s
A,TRT,MF4,T_HAB,HU	0.086 s	0.092 s	0.097 s	0.097 s	0.096 s	0.089 s	0.082 s	0.091 s	0.099 s	0.113 s	0.128 s	0.113 s	0.116 s
A,TRT,MF4,T_HAB,IE	0.107 s	0.095 s	0.083 s	0.072 s	0.062 s	0.066 s	0.07 s	0.08 s	0.09 s	0.078 s	0.066 s	0.072 s	0.075 s
A,TRT,MF4,T_HAB,IT	0.172 s	0.159 s	0.145 s	0.146 s	0.147 s	0.144 s	0.141 s	0.142 s	0.143 s	0.138 s	0.132 s	0.145 s	0.148 s
A,TRT,MF4,T_HAB,LT	0.091 s	0.086 s	0.08 s	0.073 s	0.065 s	0.059 s	0.053 s	0.05 s	0.046 s	0.061 s	0.075 s	0.062 s	0.064 s
A,TRT,MF4,T_HAB,LU	0.159 s	0.154 s	0.148 s	0.156 s	0.163 s	0.137 s	0.111 s	0.105 s	0.1 s	0.102 s	0.103 s	0.106 s	0.105 s
A,TRT,MF4,T_HAB,LV	0.091 s	0.112 s	0.132 s	0.107 s	0.082 s	0.136 s	0.191 s	0.138 s	0.083 s	0.12 s	0.158 s	0.155 s	0.165 s
A,TRT,MF4,T_HAB,MT	0.138 s	0.118 s	0.097 s	0.107 s	0.116 s	0.117 s	0.119 s	0.14 s	0.159 s	0.199 s	0.241 s	0.207 s	0.216 s
A,TRT,MF4,T_HAB,NL	0.19 s	0.194 s	0.198 s	0.189 s	0.18 s	0.181 s	0.181 s	0.186 s	0.192 s	0.188 s	0.184 s	0.188 s	0.189 s
A,TRT,MF4,T_HAB,PL	0.084 s	0.097 s	0.11 s	0.129 s	0.147 s	0.147 s	0.147 s	0.151 s	0.155 s	0.14 s	0.124 s	0.162 s	0.171 s
